not processed, 10282010_BP_S1abc_CMAa_tng007.nev, 15, 1.281133, 3.410115
not processed, 10282010_BP_S1abc_CMAa_tng008.nev, 17, 1.625793, 3.044907
not processed, 10282010_BP_S1abc_CMAa_tng009.nev, 16, 1.974812, 3.324342
not processed, 10292010_BP_M1abc_CMAc_tng001.nev, 16, 1.263238, 2.632114
not processed, 10292010_BP_M1abc_CMAc_tng002.nev, 14, 1.204951, 2.609109
not processed, 10292010_BP_M1abc_CMAc_tng003.nev, 13, 0.993378, 2.333321
not processed, 10292010_BP_M1abc_CMAc_tng004.nev, 14, 1.167824, 2.508039
not processed, 10292010_BP_M1abc_CMAc_tng005.nev, 11, 1.112125, 2.741153
not processed, 10292010_BP_M1abc_CMAc_tng006.nev, 12, 1.072307, 2.622219
not processed, 10292010_BP_S1abc_CMAa_tng001.nev, 13, 2.704851, 3.656068
not processed, 10292010_BP_S1abc_CMAa_tng002.nev, 10, 2.350734, 4.187359
not processed, 10292010_BP_S1abc_CMAa_tng003.nev, 10, 2.092313, 4.117758
not processed, 10292010_BP_S1abc_CMAa_tng004.nev, 13, 2.546474, 3.739614
not processed, 10292010_BP_S1abc_CMAa_tng005.nev, 11, 2.123939, 3.948072
not processed, 10292010_BP_S1abc_CMAa_tng006.nev, 10, 2.320767, 4.211152
found electrode number > 128; will discard extra channels and mark file as suspicious
not processed, 110302_OnCRT_Target200001.nev, 0, NaN, NaN
found electrode number > 128; will discard extra channels and mark file as suspicious
not processed, 110302_OnCRT_Target400.nev, 0, NaN, NaN
found electrode number > 128; will discard extra channels and mark file as suspicious
not processed, 110302_OnCRT_Target800.nev, 0, NaN, NaN
found electrode number > 128; will discard extra channels and mark file as suspicious
not processed, 110302_OnCRT_Target800_1kHz.nev, 0, NaN, NaN
not processed, 12022010_BP_S1abc_CMAb_tng001.nev, 3, 0.497904, 2.632660
not processed, 121112_PMd001.nev, 83, 2.526526, 2.630756
this file is empty
not processed, 170606001.nev, 0, NaN, NaN
this file is empty
not processed, 170606002.nev, 0, NaN, NaN
this file is empty
not processed, 170622001.nev, 0, NaN, NaN
this file is empty
not processed, 170626001.nev, 0, NaN, NaN
this file is empty
not processed, 171012kin001.nev, 0, NaN, NaN
this file is empty
not processed, 171013BrKin001.nev, 0, NaN, NaN
this file is empty
not processed, 171013BrN001.nev, 0, NaN, NaN
found electrode number > 128; will discard extra channels and mark file as suspicious
not processed, 171019mid001.nev, 123, 3.599833, 3.638251
not processed, 171019top001.nev, 80, 3.489640, 3.755299
this file is empty
not processed, 171020mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171020top001.nev, 0, NaN, NaN
not processed, 171024top001.nev, 0, 1.125842, NaN
not processed, 171026mid001.nev, 125, 3.647516, 3.703380
not processed, 171026top001.nev, 102, 2.075161, 2.209400
access_notprocessed_files
this file is empty
not processed, 171027mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171027top001.nev, 0, NaN, NaN
not processed, 171107mid001.nev, 41, 1.730319, 2.730728
not processed, 171107top001.nev, 45, 2.439248, 4.078239
not processed, 171108mid001.nev, 83, 2.996647, 3.462555
not processed, 171108top001.nev, 81, 2.024103, 2.437402
this file is empty
not processed, 171117001.nev, 0, NaN, NaN
this file is empty
not processed, 171117002.nev, 0, NaN, NaN
this file is empty
not processed, 171118001.nev, 0, NaN, NaN
this file is empty
not processed, 171118002.nev, 0, NaN, NaN
this file is empty
not processed, 171121mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171121top001.nev, 0, NaN, NaN
this file is empty
not processed, 171122mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171122top001.nev, 0, NaN, NaN
this file is empty
not processed, 171124mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171124top001.nev, 0, NaN, NaN
this file is empty
not processed, 171127mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171127top001.nev, 0, NaN, NaN
this file is empty
not processed, 171128mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171128top001.nev, 0, NaN, NaN
this file is empty
not processed, 171129mid001.nev, 0, NaN, NaN
not processed, 171129top001.nev, 99, 2.642650, 2.975446
not processed, 171130mid001.nev, 123, 2.880628, 2.944394
this file is empty
not processed, 171130top001.nev, 0, NaN, NaN
this file is empty
not processed, 171201mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171201mid002.nev, 0, NaN, NaN
this file is empty
not processed, 171201top001.nev, 0, NaN, NaN
this file is empty
not processed, 171201top002.nev, 0, NaN, NaN
this file is empty
not processed, 171205mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171205top001.nev, 0, NaN, NaN
this file is empty
not processed, 171206mid001.nev, 0, NaN, NaN
not processed, 171206top001.nev, 24, 3.321905, 3.321905
this file is empty
not processed, 171208mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171208mid002.nev, 0, NaN, NaN
this file is empty
not processed, 171208mid003.nev, 0, NaN, NaN
this file is empty
not processed, 171208top001.nev, 0, NaN, NaN
this file is empty
not processed, 171208top002.nev, 0, NaN, NaN
this file is empty
not processed, 171208top003.nev, 0, NaN, NaN
not processed, 171211Mid001.nev, 60, 3.980314, 4.159968
not processed, 171211Mid002.nev, 57, 3.564219, 3.859293
not processed, 171211Mid003.nev, 56, 3.308666, 3.614451
this file is empty
not processed, 171211Top001.nev, 0, NaN, NaN
this file is empty
not processed, 171211Top002.nev, 0, NaN, NaN
this file is empty
not processed, 171211Top003.nev, 0, NaN, NaN
this file is empty
not processed, 171219mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171219top001.nev, 0, NaN, NaN
not processed, 171221mid001_first_30min_Sorted.nev, 124, 2.468671, 2.486042
this file is empty
not processed, 180104mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180104top001.nev, 0, NaN, NaN
this file is empty
not processed, 180105mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180105mid002.nev, 0, NaN, NaN
this file is empty
not processed, 180105top001.nev, 0, NaN, NaN
this file is empty
not processed, 180105top002.nev, 0, NaN, NaN
this file is empty
not processed, 180110mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180110mid002.nev, 0, NaN, NaN
this file is empty
not processed, 180110top001.nev, 0, NaN, NaN
this file is empty
not processed, 180110top002.nev, 0, NaN, NaN
this file is empty
not processed, 180126mid002.nev, 0, NaN, NaN
this file is empty
not processed, 180126top002.nev, 0, NaN, NaN
this file is empty
not processed, 180131mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180131top001.nev, 0, NaN, NaN
this file is empty
not processed, 180201mid.nev, 0, NaN, NaN
this file is empty
not processed, 180201top001.nev, 0, NaN, NaN
not processed, 180227mid001.nev, 85, 3.149248, 4.159477
this file is empty
not processed, 180227top001.nev, 0, NaN, NaN
this file is empty
not processed, 180302mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180302top001.nev, 0, NaN, NaN
not processed, 180309mid002.nev, 83, 2.745052, 3.629051
this file is empty
not processed, 180309top002.nev, 0, NaN, NaN
not processed, 180319M1BrSpikes.nev, 111, 2.343643, 2.527409
not processed, 180319PMBrSpikes.nev, 72, 2.013236, 2.522654
this file is empty
not processed, 180328mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180328top001.nev, 0, NaN, NaN
this file is empty
not processed, 180330mid004.nev, 0, NaN, NaN
this file is empty
not processed, 180330mid005.nev, 0, NaN, NaN
this file is empty
not processed, 180330top004.nev, 0, NaN, NaN
this file is empty
not processed, 180330top005.nev, 0, NaN, NaN
this file is empty
not processed, 180405M1Br.nev, 0, NaN, NaN
this file is empty
not processed, 180412M1Bx.nev, 0, NaN, NaN
this file is empty
not processed, 180412PMBx.nev, 0, NaN, NaN
this file is empty
not processed, 180413mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180413top001.nev, 0, NaN, NaN
this file is empty
not processed, 180418aM1Bx.nev, 0, NaN, NaN
this file is empty
not processed, 180418aPMBx.nev, 0, NaN, NaN
this file is empty
not processed, 180418bM1Bx.nev, 0, NaN, NaN
this file is empty
not processed, 180418bPMBx.nev, 0, NaN, NaN
this file is empty
not processed, 180424mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180424mid002.nev, 0, NaN, NaN
this file is empty
not processed, 180424top001.nev, 0, NaN, NaN
this file is empty
not processed, 180424top002.nev, 0, NaN, NaN
this file is empty
not processed, 180425mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180425mid002.nev, 0, NaN, NaN
this file is empty
not processed, 180425mid004.nev, 0, NaN, NaN
this file is empty
not processed, 180425top001.nev, 0, NaN, NaN
this file is empty
not processed, 180425top002.nev, 0, NaN, NaN
this file is empty
not processed, 180425top004.nev, 0, NaN, NaN
this file is empty
not processed, 180427M1Bx002.nev, 0, NaN, NaN
this file is empty
not processed, 180427M1Bx003.nev, 0, NaN, NaN
this file is empty
not processed, 180427PMBx002.nev, 0, NaN, NaN
this file is empty
not processed, 180427PMBx003.nev, 0, NaN, NaN
not processed, 20120904-165659-001.nev, 22, 1.071051, 2.296235
this file is empty
not processed, 20120906-150339-001.nev, 0, NaN, NaN
 file is empty
not processed, 20120907-145613-001.nev, 0, NaN, NaN
this file is empty
not processed, 171027mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171027top001.nev, 0, NaN, NaN
not processed, 171107mid001.nev, 41, 1.730319, 2.730728
not processed, 171107top001.nev, 45, 2.439248, 4.078239
not processed, 171108mid001.nev, 83, 2.996647, 3.462555
not processed, 171108top001.nev, 81, 2.024103, 2.437402
this file is empty
not processed, 171117001.nev, 0, NaN, NaN
this file is empty
not processed, 171117002.nev, 0, NaN, NaN
this file is empty
not processed, 171118001.nev, 0, NaN, NaN
this file is empty
not processed, 171118002.nev, 0, NaN, NaN
this file is empty
not processed, 171121mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171121top001.nev, 0, NaN, NaN
this file is empty
not processed, 171122mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171122top001.nev, 0, NaN, NaN
this file is empty
not processed, 171124mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171124top001.nev, 0, NaN, NaN
this file is empty
not processed, 171127mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171127top001.nev, 0, NaN, NaN
this file is empty
not processed, 171128mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171128top001.nev, 0, NaN, NaN
this file is empty
not processed, 171129mid001.nev, 0, NaN, NaN
not processed, 171129top001.nev, 99, 2.642650, 2.975446
not processed, 171130mid001.nev, 123, 2.880628, 2.944394
this file is empty
not processed, 171130top001.nev, 0, NaN, NaN
this file is empty
not processed, 171201mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171201mid002.nev, 0, NaN, NaN
this file is empty
not processed, 171201top001.nev, 0, NaN, NaN
this file is empty
not processed, 171201top002.nev, 0, NaN, NaN
this file is empty
not processed, 171205mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171205top001.nev, 0, NaN, NaN
this file is empty
not processed, 171206mid001.nev, 0, NaN, NaN
not processed, 171206top001.nev, 24, 3.321905, 3.321905
this file is empty
not processed, 171208mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171208mid002.nev, 0, NaN, NaN
this file is empty
not processed, 171208mid003.nev, 0, NaN, NaN
this file is empty
not processed, 171208top001.nev, 0, NaN, NaN
this file is empty
not processed, 171208top002.nev, 0, NaN, NaN
this file is empty
not processed, 171208top003.nev, 0, NaN, NaN
not processed, 171211Mid001.nev, 60, 3.980314, 4.159968
not processed, 171211Mid002.nev, 57, 3.564219, 3.859293
not processed, 171211Mid003.nev, 56, 3.308666, 3.614451
this file is empty
not processed, 171211Top001.nev, 0, NaN, NaN
this file is empty
not processed, 171211Top002.nev, 0, NaN, NaN
this file is empty
not processed, 171211Top003.nev, 0, NaN, NaN
this file is empty
not processed, 171219mid001.nev, 0, NaN, NaN
this file is empty
not processed, 171219top001.nev, 0, NaN, NaN
not processed, 171221mid001_first_30min_Sorted.nev, 124, 2.468671, 2.486042
this file is empty
not processed, 180104mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180104top001.nev, 0, NaN, NaN
this file is empty
not processed, 180105mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180105mid002.nev, 0, NaN, NaN
this file is empty
not processed, 180105top001.nev, 0, NaN, NaN
this file is empty
not processed, 180105top002.nev, 0, NaN, NaN
this file is empty
not processed, 180110mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180110mid002.nev, 0, NaN, NaN
this file is empty
not processed, 180110top001.nev, 0, NaN, NaN
this file is empty
not processed, 180110top002.nev, 0, NaN, NaN
this file is empty
not processed, 180126mid002.nev, 0, NaN, NaN
this file is empty
not processed, 180126top002.nev, 0, NaN, NaN
this file is empty
not processed, 180131mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180131top001.nev, 0, NaN, NaN
this file is empty
not processed, 180201mid.nev, 0, NaN, NaN
this file is empty
not processed, 180201top001.nev, 0, NaN, NaN
not processed, 180227mid001.nev, 85, 3.149248, 4.159477
this file is empty
not processed, 180227top001.nev, 0, NaN, NaN
this file is empty
not processed, 180302mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180302top001.nev, 0, NaN, NaN
not processed, 180309mid002.nev, 83, 2.745052, 3.629051
this file is empty
not processed, 180309top002.nev, 0, NaN, NaN
not processed, 180319M1BrSpikes.nev, 111, 2.343643, 2.527409
not processed, 180319PMBrSpikes.nev, 72, 2.013236, 2.522654
this file is empty
not processed, 180328mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180328top001.nev, 0, NaN, NaN
this file is empty
not processed, 180330mid004.nev, 0, NaN, NaN
this file is empty
not processed, 180330mid005.nev, 0, NaN, NaN
this file is empty
not processed, 180330top004.nev, 0, NaN, NaN
this file is empty
not processed, 180330top005.nev, 0, NaN, NaN
this file is empty
not processed, 180405M1Br.nev, 0, NaN, NaN
this file is empty
not processed, 180412M1Bx.nev, 0, NaN, NaN
this file is empty
not processed, 180412PMBx.nev, 0, NaN, NaN
this file is empty
not processed, 180413mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180413top001.nev, 0, NaN, NaN
this file is empty
not processed, 180418aM1Bx.nev, 0, NaN, NaN
this file is empty
not processed, 180418aPMBx.nev, 0, NaN, NaN
this file is empty
not processed, 180418bM1Bx.nev, 0, NaN, NaN
this file is empty
not processed, 180418bPMBx.nev, 0, NaN, NaN
this file is empty
not processed, 180424mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180424mid002.nev, 0, NaN, NaN
this file is empty
not processed, 180424top001.nev, 0, NaN, NaN
this file is empty
not processed, 180424top002.nev, 0, NaN, NaN
this file is empty
not processed, 180425mid001.nev, 0, NaN, NaN
this file is empty
not processed, 180425mid002.nev, 0, NaN, NaN
this file is empty
not processed, 180425mid004.nev, 0, NaN, NaN
this file is empty
not processed, 180425top001.nev, 0, NaN, NaN
this file is empty
not processed, 180425top002.nev, 0, NaN, NaN
this file is empty
not processed, 180425top004.nev, 0, NaN, NaN
this file is empty
not processed, 180427M1Bx002.nev, 0, NaN, NaN
this file is empty
not processed, 180427M1Bx003.nev, 0, NaN, NaN
this file is empty
not processed, 180427PMBx002.nev, 0, NaN, NaN
this file is empty
not processed, 180427PMBx003.nev, 0, NaN, NaN
not processed, 20120904-165659-001.nev, 22, 1.071051, 2.296235
this file is empty
not processed, 20120906-150339-001.nev, 0, NaN, NaN
 file is empty
not processed, 20120907-145613-001.nev, 0, NaN, NaN
found electrode number > 128; will discard extra channels and mark file as suspicious
not processed, 201602230001.nev, 96, 2.064737, 2.064737
not processed, 20160418_MIl001.nev, 39, 1.864576, 3.071379
not processed, 20160519M1L_abcd001.nev, 61, 1.831319, 2.751361
not processed, 20160824001.nev, 40, 1.585234, 2.615379
processed, a081231M1o001-sortedASD.nev, 57, 2.258995, 2.690823
not processed, a081231PmV001-sortedASD.nev, 23, 1.558370, 2.636824
not processed, a090102MIo001-sortedASD.nev, 59, 2.591599, 3.047821
not processed, a090102PMv001-sortedASD.nev, 23, 1.822899, 2.719172
not processed, Athena_03_22_08_MI.2008.03.22.18.52.32.nev, 66, 3.455165, 3.485423
found electrode number > 128; will discard extra channels and mark file as suspicious
not processed, Athena_04_24_08_PMV.2008.04.24.15.48.58001.nev, 29, 2.495162, 2.495162
